no,filename,product,category,kind,in_stock,group,prompt
220,gummieauraclnight.jpg,Gummie auracl Night,CBD,cbd,no,A-missing,"Gummie auracl Night, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
221,halleberry.jpg,Halle Berry,Equipment,gear,no,A-missing,"Halle Berry, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
222,hashdryshift.jpg,Hash Dry shift,,concentrate,no,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
223,icecreametebolarn.jpg,Ice Cream Ete Bolarn,Snack,food,no,A-missing,"Ice Cream Ete Bolarn plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
224,jointsreview.jpg,Joints Review,Pre-Roll,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
225,kratommixsyrup.jpg,kratom mix syrup,Drink,drink,no,A-missing,"kratom mix syrup served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
226,kushwrapsblunt.jpg,"kush wraps blunt (green,pink)",Accessories,blunt,no,A-missing,"a single cannabis blunt, unlit, in a dark tobacco leaf wrap with a visible seam, two whole buds behind it slightly out of focus. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
227,lemoncherrysoap.jpg,Lemon cherry Soap,Top Shelf,flower,no,A-missing,"One premium cured cannabis flower bud of the strain Lemon Cherry Soap, a indica-dominant hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as mint, floral, fruity. Dense and top-shelf, the sort of bud sold at 20-25% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
228,macaroni.jpg,Macaroni,Food,food,no,A-missing,"Macaroni plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
229,malibumarkerjoint.jpg,Malibu Marker Joint,Pre-Roll,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
230,mangopassioncan.jpg,mango passion can,Beer,beer,no,A-missing,"mango passion can poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
231,marbosalthubnicotinevape.jpg,Marbo Salthub Nicotine Vape,Vape,vape,no,A-missing,"one sleek cannabis vape cartridge standing upright, amber oil visible through a small glass window, a soft reflection beneath it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
232,monkeyhemppaper.jpg,Monkey Hemp paper,,gear,no,A-missing,"Monkey Hemp paper, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
233,mrpcleaningsolution.jpg,Mrp Cleaning Solution,Equipment,gear,no,A-missing,"Mrp Cleaning Solution, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
